ReportDate	subj	cnt_client_tid	sum_trans_cnt	main_ind	main_ind_sum	main_ind_median	main_ind_avg	main_ind_procentile_10	main_ind_procentile_90	main_ind_max	main_ind_min	main_ind_sd	main_ind_descr	secondary1_ind_sum	secondary1_ind_median	secondary1_ind_avg	secondary1_ind_procentile_10	secondary1_ind_procentile_90	secondary1_ind_max	secondary1_ind_min	secondary1_ind_descr	secondary1_ind_sd	secondary2_ind_sum	secondary2_ind_median	secondary2_ind_avg	secondary2_ind_procentile_10	secondary2_ind_procentile_90	secondary2_ind_max	secondary2_ind_min	secondary2_ind_sd	secondary2_ind_descr	population_time
03-15-2014	Костромская область	?	?	3983,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
04-15-2014	Костромская область	?	?	4993,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
05-15-2014	Костромская область	?	?	4438,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
06-15-2014	Костромская область	?	?	4622,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
07-15-2014	Костромская область	?	?	5226,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
08-15-2014	Костромская область	?	?	4785,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
09-15-2014	Костромская область	?	?	4264,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
10-15-2014	Костромская область	?	?	4178,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
11-15-2014	Костромская область	?	?	3763,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
12-15-2014	Костромская область	?	?	4093,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
01-15-2015	Костромская область	?	?	1200,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
02-15-2015	Костромская область	?	?	1557,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
03-15-2015	Костромская область	?	?	1767,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
04-15-2015	Костромская область	?	?	2599,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
05-15-2015	Костромская область	?	?	2458,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
06-15-2015	Костромская область	?	?	4822,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
07-15-2015	Костромская область	?	?	4875,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
08-15-2015	Костромская область	?	?	4415,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
09-15-2015	Костромская область	?	?	3774,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
10-15-2015	Костромская область	?	?	3794,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
11-15-2015	Костромская область	?	?	3679,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
12-15-2015	Костромская область	?	?	4786,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
01-15-2016	Костромская область	?	?	2951,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
02-15-2016	Костромская область	?	?	3028,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
03-15-2016	Костромская область	?	?	3497,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
04-15-2016	Костромская область	?	?	3916,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
05-15-2016	Костромская область	?	?	4047,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
06-15-2016	Костромская область	?	?	4568,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
07-15-2016	Костромская область	?	?	4135,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
08-15-2016	Костромская область	?	?	4433,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
09-15-2016	Костромская область	?	?	3710,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
10-15-2016	Костромская область	?	?	3831,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
11-15-2016	Костромская область	?	?	4016,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
12-15-2016	Костромская область	?	?	4463,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
01-15-2017	Костромская область	?	?	3051,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
02-15-2017	Костромская область	?	?	3056,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
03-15-2017	Костромская область	?	?	3971,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
04-15-2017	Костромская область	?	?	3811,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
05-15-2017	Костромская область	?	?	4112,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
06-15-2017	Костромская область	?	?	4589,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
07-15-2017	Костромская область	?	?	4301,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
08-15-2017	Костромская область	?	?	4567,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
09-15-2017	Костромская область	?	?	3829,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
10-15-2017	Костромская область	?	?	4063,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
11-15-2017	Костромская область	?	?	4144,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
12-15-2017	Костромская область	?	?	4981,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
01-15-2018	Костромская область	?	?	3709,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
02-15-2018	Костромская область	?	?	3888,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
03-15-2018	Костромская область	?	?	4890,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
04-15-2018	Костромская область	?	?	5454,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
05-15-2018	Костромская область	?	?	4919,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
06-15-2018	Костромская область	?	?	5979,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
07-15-2018	Костромская область	?	?	6370,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
08-15-2018	Костромская область	?	?	6647,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
09-15-2018	Костромская область	?	?	5636,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
10-15-2018	Костромская область	?	?	3289,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
11-15-2018	Костромская область	?	?	1785,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
01-15-2013	Краснодарский край	?	?	21480,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
02-15-2013	Краснодарский край	?	?	22996,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
03-15-2013	Краснодарский край	?	?	27875,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
04-15-2013	Краснодарский край	?	?	32449,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
05-15-2013	Краснодарский край	?	?	30902,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
06-15-2013	Краснодарский край	?	?	29255,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
07-15-2013	Краснодарский край	?	?	36663,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
08-15-2013	Краснодарский край	?	?	38453,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
09-15-2013	Краснодарский край	?	?	35793,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
10-15-2013	Краснодарский край	?	?	41482,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
11-15-2013	Краснодарский край	?	?	40105,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
12-15-2013	Краснодарский край	?	?	41639,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
01-15-2014	Краснодарский край	?	?	20199,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
02-15-2014	Краснодарский край	?	?	34004,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
03-15-2014	Краснодарский край	?	?	35809,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
04-15-2014	Краснодарский край	?	?	40817,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
05-15-2014	Краснодарский край	?	?	38233,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
06-15-2014	Краснодарский край	?	?	35817,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
07-15-2014	Краснодарский край	?	?	38850,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
08-15-2014	Краснодарский край	?	?	39148,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
09-15-2014	Краснодарский край	?	?	37191,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
10-15-2014	Краснодарский край	?	?	39487,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
11-15-2014	Краснодарский край	?	?	36256,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
12-15-2014	Краснодарский край	?	?	40561,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
01-15-2015	Краснодарский край	?	?	11207,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
02-15-2015	Краснодарский край	?	?	15786,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
03-15-2015	Краснодарский край	?	?	20105,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
04-15-2015	Краснодарский край	?	?	23030,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
05-15-2015	Краснодарский край	?	?	20063,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
06-15-2015	Краснодарский край	?	?	35786,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
07-15-2015	Краснодарский край	?	?	36067,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
08-15-2015	Краснодарский край	?	?	31894,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
09-15-2015	Краснодарский край	?	?	32795,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
10-15-2015	Краснодарский край	?	?	31861,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
11-15-2015	Краснодарский край	?	?	29052,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
12-15-2015	Краснодарский край	?	?	43451,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	06.07.2117 14:20:20
01-15-2016	Краснодарский край	?	?	24728,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
02-15-2016	Краснодарский край	?	?	27335,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
03-15-2016	Краснодарский край	?	?	30216,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
04-15-2016	Краснодарский край	?	?	32478,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
05-15-2016	Краснодарский край	?	?	31828,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
06-15-2016	Краснодарский край	?	?	32806,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
07-15-2016	Краснодарский край	?	?	33379,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
08-15-2016	Краснодарский край	?	?	36280,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
09-15-2016	Краснодарский край	?	?	35105,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
10-15-2016	Краснодарский край	?	?	33216,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
11-15-2016	Краснодарский край	?	?	33686,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
12-15-2016	Краснодарский край	?	?	38270,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
01-15-2017	Краснодарский край	?	?	27684,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
02-15-2017	Краснодарский край	?	?	28887,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
03-15-2017	Краснодарский край	?	?	36652,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
04-15-2017	Краснодарский край	?	?	29631,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
05-15-2017	Краснодарский край	?	?	31641,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
06-15-2017	Краснодарский край	?	?	36261,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
07-15-2017	Краснодарский край	?	?	31913,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
08-15-2017	Краснодарский край	?	?	36851,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
09-15-2017	Краснодарский край	?	?	32097,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
10-15-2017	Краснодарский край	?	?	33910,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
11-15-2017	Краснодарский край	?	?	37380,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
12-15-2017	Краснодарский край	?	?	44748,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
01-15-2018	Краснодарский край	?	?	32935,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
02-15-2018	Краснодарский край	?	?	38324,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	05.07.2018 14:39:06
03-15-2018	Краснодарский край	?	?	46771,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
04-15-2018	Краснодарский край	?	?	43125,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
05-15-2018	Краснодарский край	?	?	41938,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
06-15-2018	Краснодарский край	?	?	44214,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
07-15-2018	Краснодарский край	?	?	44976,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
08-15-2018	Краснодарский край	?	?	49215,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
09-15-2018	Краснодарский край	?	?	48323,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
10-15-2018	Краснодарский край	?	?	29847,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
11-15-2018	Краснодарский край	?	?	16998,0000	?	?	?	?	?	?	?	?	001 Количество заявок на потребительский кредит	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	21.12.2018 13:51:48
